295600	1.425
295602	1.975
295603	2.917
295604	0.316
295605	9.761
295606	2.815
295607	0.273
295608	2.05
295610	1.562
295613	7.9
295628	1.241
295632	0.561
295634	0.148
295635	0.15
295636	0.197
295637	0.482
295638	0.533
295639	0.528
295640	0.498
295641	0.494
295642	0.514
295643	0.145
295644	0.817
295645	0.476
295646	0.495
295647	0.49
295648	0.463
295649	0.436
295650	0.456
295651	0.181
295652	0.181
295653	0.428
295654	0.18
295655	8.993
295953	5.573
295965	0.006
295966	0.005
295967	0.006
295968	0.006
295969	0.042
295971	0.005
295974	0.005
295975	0.005
295976	0.015
295977	0.381
296070	2.591
296071	1.52
296073	0.523
296074	1.55
296076	1.47
296077	1.454
296078	1.437
296079	1.422
296081	1.404
296082	0.53
296083	1.316
296084	1.364
296085	1.351
296086	0.446
296087	1.263
296088	1.243
296089	1.29
296090	1.275
296091	1.26
296092	1.239
296093	1.225
296094	0.463
296095	1.15
296096	1.194
296097	1.123
296098	1.166
296099	1.153
296100	1.142
296101	1.129
296102	1.11
296103	1.099
296104	1.762
296107	1.076
296108	1.064
296109	1.048
296110	1.046
296111	1.085
296112	1.024
296113	1.013
296114	1.609
296115	1.118
296116	6.43
296168	2.684
296172	2.856
296173	49.453
296174	2.187
296641	0.003
296642	0.025
296643	0.011
296644	0.01
296646	0.01
296647	0.003
296663	5.017
296664	2.834
296665	2.135
296666	2.078
296668	2.044
296669	1.904
296671	1.865
296674	2.05
296675	1.926
296676	1.902
296677	4.141
296678	1.786
296679	1.728
296680	1.536
296702	14.76
296786	82.077
296787	8.214
296788	5.19
296789	2.071
296790	2.044
296791	2.119
296795	2.077
296796	6.498
296797	1.996
296798	0.753
296799	0.749
296800	1.762
296801	0.737
296802	1.914
296866	5.856
296867	18.491
296868	2.735
296869	2.67
296870	2.525
296871	2.615
296872	2.575
296873	2.508
296874	2.482
296875	2.47
296876	2.439
296877	2.407
296878	2.256
296879	2.338
296880	4.926
296881	0.757
296887	46.118
296888	23.507
296894	0.784
296895	2.056
296897	6.983
296898	3.176
296899	1.928
296900	3.072
296901	1.866
296902	1.495
296966	25.814
296967	5.432
296968	3.602
296969	10.982
296970	24.91
296971	3.077
296972	21.313
296976	20.344
296977	52.157
296978	13.37
296979	1.882
296980	12.079
297001	1.358
297002	1.346
297003	9.831
297004	3.158
297006	3.248
297007	3.176
297009	2.167
297010	3.168
297011	3.123
297012	3.081
297013	1.162
297014	1.156
297015	2.863
297016	2.965
297017	2.926
297018	2.942
297019	2.927
297047	5.72
297048	3.465
297049	3.417
297050	107.388
297056	32.592
297057	121.961
297099	8.943
297100	78.768
297101	168.193
297113	59.257
297114	34.758
297168	5.414
297169	4.32
297170	1.976
297171	17.336
297172	1.639
297173	1.866
297174	1.856
297175	19.073
297176	45.516
297177	32.266
297178	204.374
297179	10.749
297180	14.523
297181	5.054
297211	12.839
297215	13.026
297218	7.267
297219	440.407
297224	13.073
297225	2.944
297227	16.546
297281	18.734
297282	6.827
297283	6.398
297284	6.618
297285	4.796
297286	6.404
297287	6.302
297288	6.219
297289	6.131
297290	6.055
297291	5.972
297292	185.943
297293	30.846
297296	90.737
297308	6.548
297359	45.006
297411	212.258
297424	34.421
297425	44.864
297426	29.35
297427	1.564
297428	2.079
297429	18.313
297430	48.441
297431	41.779
297432	26.551
297433	31.8
297434	30.295
297435	17.018
297467	36.071
297468	24.093
297469	21.916
297474	8.071
297483	53.327
297484	60.917
297485	104.961
297486	128.042
297487	100.19
297488	57.16
297494	7.935
297495	6.681
297496	7.601
297497	6.807
297498	6.698
297499	6.279
297500	6.465
297501	6.366
297502	6.324
297503	198.859
297504	27.692
297505	76.296
297557	117.398
297558	70.643
297562	74.523
297563	47.412
297598	5.364
297599	114.805
297603	103.179
297604	84.826
297605	74.164
297606	37.113
297620	88.077
297656	127.312
297657	6.585
297658	5.907
297659	9.414
297660	52.426
297661	23.22
297662	5.017
297663	4.959
297664	8.141
297665	60.635
297666	24.388
297670	11.465
297671	15.289
297672	6.361
297673	6.553
297674	58.206
297675	127.7
297678	0.246
297714	1.917
297715	4.774
297722	105.484
297723	64.916
298653	0.001
298678	0.004
298996	28.674
298997	7.152
298998	1.05
299000	10.51
299042	4.137
299061	79.698
299062	69.514
299064	18.289
299065	67.076
299067	76.025
299096	26.907
299149	120.827
299178	20.037
299180	27.01
299183	1.337
299184	136.315
299185	25.656
