272930	3.076
272936	6.645
273013	6.339
273017	17.545
273150	0.533
273158	53.514
273290	0.09
273291	3.274
273292	0.546
273294	0.132
273295	0.495
273299	1.873
273301	23.842
273302	17.011
273402	6.96
273403	1.918
273404	0.647
273405	0.895
273406	3.953
273407	0.036
273408	0.208
273409	10.509
273410	2.97
273411	0.785
273425	28.142
273426	2.177
273446	2.289
273447	27.285
273448	23.818
273449	12.291
273450	33.825
273492	12.77
273493	10.922
273494	8.715
273502	48.75
273503	26.151
273523	0.004
273526	0.0
273537	0.012
273554	27.814
273555	12.56
273589	0.007
273590	0.01
273592	0.01
273725	160.061
273728	5.096
273730	111.202
274094	10.117
274102	0.0
274103	0.0
274104	0.002
274105	0.001
274106	0.001
274107	0.0
274108	0.0
274146	5.65
274157	41.475
274159	4.02
274160	17.885
274161	43.672
274172	6.01
274198	11.868
274199	67.596
274200	62.396
274240	10.541
274241	129.241
274243	0.207
274244	59.643
274250	100.14
274251	67.376
274283	2.906
274284	31.778
274285	0.291
274286	22.638
274314	10.584
274315	70.034
274316	134.906
274317	0.386
274318	1.403
274319	28.228
274335	149.036
274336	2.007
274337	2.14
274338	94.341
274339	11.256
274344	72.961
274345	18.292
274382	7.98
274387	61.757
274388	263.658
274420	29.511
274421	56.166
274422	285.808
274440	66.258
274441	66.089
274442	102.44
274443	6.33
274954	1.158
274955	5.001
274957	2.094
274958	15.689
274959	14.597
274967	6.658
274968	202.64
274969	135.797
274970	5.693
274971	100.726
274998	119.554
274999	168.573
275000	16.332
275001	203.285
275059	11.576
275062	0.415
275063	0.206
275064	6.17
275066	19.256
275067	73.74
275068	148.129
275073	70.66
275074	78.402
275124	58.742
275125	155.961
275282	15.571
275283	23.33
275284	18.606
275285	0.17
275286	14.571
275289	3.118
275290	23.014
275291	52.931
275292	16.297
275293	25.92
275309	85.068
275310	228.952
275311	109.759
275319	25.719
275337	71.144
275338	77.546
275344	52.274
275345	62.031
275370	54.225
275371	98.268
275375	213.407
275376	331.859
275657	20.167
275658	62.58
275659	3.283
275757	3.691
275758	0.876
275759	1.3
275761	1.902
275767	0.808
275772	10.608
275773	1.324
275774	57.592
275776	24.494
275777	49.898
275778	47.437
275781	4.307
275782	103.548
275828	16.603
275829	10.335
275831	20.83
275832	77.465
275833	48.648
275834	53.967
275835	2.271
275836	195.654
275837	86.036
275841	5.487
275846	0.65
275847	203.811
275886	9.777
275887	10.143
275890	244.958
275911	76.839
275912	53.999
275913	80.635
275918	55.963
275920	63.788
275921	2.944
275922	0.398
275923	16.504
275931	11.23
275963	20.866
276064	4.723
276092	15.782
276095	1.095
276097	103.587
276242	286.414
