295600	0.887
295602	0.444
295603	2.39
295604	0.137
295605	8.734
295606	2.571
295607	0.24
295608	2.014
295610	1.441
295613	7.684
295628	0.826
295632	0.442
295634	0.094
295635	0.098
295636	0.145
295637	0.133
295638	0.335
295639	0.36
295640	0.353
295641	0.351
295642	0.353
295643	0.001
295644	0.533
295645	0.342
295646	0.378
295647	0.315
295648	0.322
295649	0.339
295650	0.341
295651	0.109
295652	0.07
295653	0.0
295654	0.0
295655	8.398
295953	4.621
295965	0.0
295966	0.0
295967	0.0
295968	0.0
295969	0.032
295971	0.0
295974	0.0
295975	0.0
295976	0.006
295977	0.324
296070	1.224
296071	0.005
296073	0.033
296074	0.839
296076	0.72
296077	0.799
296078	0.707
296079	0.79
296081	0.592
296082	0.092
296083	0.768
296084	0.749
296085	0.709
296086	0.028
296087	0.657
296088	0.733
296089	0.717
296090	0.523
296091	0.816
296092	0.804
296093	0.697
296094	0.012
296095	0.759
296096	0.701
296097	0.666
296098	0.743
296099	0.586
296100	0.631
296101	0.637
296102	0.031
296103	0.743
296104	0.886
296107	0.581
296108	0.627
296109	0.626
296110	0.603
296111	0.621
296112	0.603
296113	0.613
296114	1.226
296115	0.957
296116	6.218
296168	1.362
296172	1.946
296173	48.066
296174	1.98
296641	0.0
296642	0.017
296643	0.008
296644	0.006
296646	0.007
296647	0.002
296663	2.065
296664	2.016
296665	1.508
296666	1.099
296668	1.026
296669	1.218
296671	0.0
296674	1.49
296675	1.038
296676	1.465
296677	0.925
296678	1.202
296679	0.989
296680	1.2
296702	12.851
296786	76.478
296787	7.481
296788	4.743
296789	1.238
296790	1.074
296791	0.307
296795	1.495
296796	4.651
296797	1.279
296798	0.047
296799	0.252
296800	1.124
296801	0.437
296802	1.216
296866	3.656
296867	15.491
296868	1.884
296869	1.655
296870	1.64
296871	1.663
296872	1.518
296873	1.484
296874	1.577
296875	1.362
296876	1.504
296877	1.531
296878	1.389
296879	1.601
296880	4.149
296881	0.75
296887	43.506
296888	20.389
296894	0.0
296895	0.59
296897	5.529
296898	2.986
296899	1.312
296900	2.665
296901	1.451
296902	1.302
296966	18.751
296967	3.241
296968	2.078
296969	10.084
296970	23.336
296971	2.591
296972	20.765
296976	18.102
296977	50.658
296978	12.89
296979	1.04
296980	11.908
297001	0.0
297002	0.0
297003	9.364
297004	2.611
297006	2.197
297007	2.185
297009	1.853
297010	2.341
297011	2.19
297012	2.176
297013	0.0
297014	0.0
297015	2.2
297016	2.125
297017	1.964
297018	2.218
297019	2.338
297047	4.349
297048	2.247
297049	2.282
297050	104.384
297056	29.289
297057	118.778
297099	7.28
297100	74.244
297101	164.057
297113	52.654
297114	33.251
297168	3.421
297169	2.1
297170	1.3
297171	14.649
297172	0.0
297173	0.0
297174	0.0
297175	15.88
297176	42.848
297177	30.312
297178	199.149
297179	9.545
297180	13.386
297181	4.956
297211	10.707
297215	12.287
297218	3.701
297219	425.228
297224	12.66
297225	2.194
297227	16.398
297281	12.109
297282	4.482
297283	4.33
297284	4.437
297285	3.953
297286	5.497
297287	4.122
297288	3.977
297289	3.924
297290	3.821
297291	4.317
297292	173.873
297293	28.077
297296	85.837
297308	6.298
297359	41.93
297411	202.797
297424	31.27
297425	41.995
297426	26.95
297427	0.007
297428	0.007
297429	17.366
297430	46.272
297431	39.198
297432	25.593
297433	29.639
297434	28.678
297435	16.644
297467	32.438
297468	23.13
297469	19.308
297474	6.102
297483	49.346
297484	57.871
297485	98.886
297486	123.696
297487	96.304
297488	55.67
297494	5.153
297495	5.052
297496	7.002
297497	4.673
297498	4.587
297499	4.633
297500	0.0
297501	4.807
297502	4.689
297503	188.622
297504	10.947
297505	74.257
297557	109.738
297558	67.141
297562	71.713
297563	45.841
297598	1.243
297599	107.104
297603	98.964
297604	81.561
297605	71.045
297606	36.206
297620	82.127
297656	116.866
297657	0.872
297658	0.018
297659	3.27
297660	50.833
297661	21.447
297662	3.492
297663	3.617
297664	7.101
297665	58.127
297666	22.958
297670	8.624
297671	12.462
297672	4.536
297673	4.297
297674	53.42
297675	121.856
297678	0.0
297714	0.08
297715	0.009
297722	93.955
297723	62.533
298653	0.001
298678	0.004
298996	22.846
298997	5.266
298998	0.203
299000	8.149
299042	2.02
299061	64.855
299062	58.906
299064	16.229
299065	59.191
299067	68.807
299096	24.202
299149	108.249
299178	16.04
299180	16.703
299183	0.021
299184	123.265
299185	23.452
299316	10.681
299317	8.722
299318	11.384
299322	0.0
299324	4.558
299325	44.661
299326	4.955
299327	15.178
299329	37.487
299368	32.735
299369	78.46
299370	152.469
299380	54.169
299381	11.929
299392	0.0
299393	0.0
299394	5.97
299395	39.129
299396	17.199
299420	13.256
299443	35.008
299450	12.395
299477	2.052
299478	45.188
299479	29.877
299480	165.544
299481	193.936
299592	25.725
299593	203.739
299594	60.686
299595	25.011
299597	85.915
299614	56.872
299616	70.846
299617	8.327
299649	89.054
299996	0.054
300018	0.01
300027	0.007
300043	0.021
300079	1.463
300087	13.081
300088	0.37
300105	1.261
300106	19.537
300107	13.679
